,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family_size
382,0,3,male,0.5686274509803921,0,0,0.12911540065690008,S,Third,man,True,Southampton,no,True,0
383,1,1,female,0.6274509803921569,1,0,0.8471925342787134,S,First,woman,False,Southampton,yes,False,1
388,0,3,male,0.5235121107266435,0,0,0.1259253949220583,Q,Third,man,True,Queenstown,no,True,0
389,1,2,female,0.2745098039215686,0,0,0.19550596944893386,C,Second,woman,False,Cherbourg,yes,True,0
391,1,3,male,0.3529411764705882,0,0,0.1270104530524999,S,Third,man,True,Southampton,yes,True,0
392,0,3,male,0.4901960784313726,2,0,0.12911540065690008,S,Third,man,True,Southampton,no,False,2
394,1,3,female,0.4117647058823529,0,2,0.272079140816433,S,Third,woman,False,Southampton,yes,False,2
395,0,3,male,0.37254901960784315,0,0,0.1270104530524999,S,Third,man,True,Southampton,no,True,0
396,0,3,female,0.5490196078431372,0,0,0.12796191543715135,S,Third,woman,False,Southampton,no,True,0
397,0,2,male,0.8431372549019608,0,0,0.4235962671393567,S,Second,man,True,Southampton,no,True,0
398,0,2,male,0.39215686274509803,0,0,0.17106772326781713,S,Second,man,True,Southampton,no,True,0
399,1,2,female,0.4901960784313726,0,0,0.20609587612741778,S,Second,woman,False,Southampton,yes,True,0
400,1,3,male,0.7058823529411764,0,0,0.12911540065690008,S,Third,man,True,Southampton,yes,True,0
401,0,3,male,0.4509803921568627,0,0,0.13115192117199315,S,Third,man,True,Southampton,no,True,0
402,0,3,female,0.3529411764705882,1,0,0.1600705124863146,S,Third,woman,False,Southampton,no,False,1
403,0,3,male,0.4901960784313726,1,0,0.25823080131380016,S,Third,man,True,Southampton,no,False,1
404,0,3,female,0.3333333333333333,0,0,0.14113087169594912,S,Third,woman,False,Southampton,no,True,0
405,0,2,male,0.6078431372549019,1,0,0.34213544653563427,S,Second,man,True,Southampton,no,False,1
406,0,3,male,0.9411764705882353,0,0,0.12626427193576978,S,Third,man,True,Southampton,no,True,0
407,1,2,male,0.0,1,1,0.30547807726395915,S,Second,child,False,Southampton,yes,False,2
408,0,3,male,0.3529411764705882,0,0,0.1266715760387884,S,Third,man,True,Southampton,no,True,0
411,0,3,male,0.5235121107266435,0,0,0.11173654918930193,Q,Third,man,True,Queenstown,no,True,0
414,1,3,male,0.803921568627451,0,0,0.12911540065690008,S,Third,man,True,Southampton,yes,True,0
415,0,3,female,0.5235121107266435,0,0,0.13115192117199315,S,Third,woman,False,Southampton,no,True,0
416,1,2,female,0.6078431372549019,1,1,0.5294953339241959,S,Second,woman,False,Southampton,yes,False,2
417,1,2,female,0.2941176470588235,0,2,0.21179813356967836,S,Second,woman,False,Southampton,yes,False,2
419,0,3,female,0.13725490196078433,0,2,0.3934557635159794,S,Third,child,False,Southampton,no,False,2
421,0,3,male,0.3529411764705882,0,0,0.12599219279495336,Q,Third,man,True,Queenstown,no,True,0
422,0,3,male,0.5098039215686274,0,0,0.12830079245086284,S,Third,man,True,Southampton,no,True,0
423,0,3,female,0.4901960784313726,1,1,0.23460716333872064,S,Third,woman,False,Southampton,no,False,2
424,0,3,male,0.2941176470588235,1,1,0.32930536729054793,S,Third,man,True,Southampton,no,False,2
426,1,2,female,0.4901960784313726,1,0,0.4235962671393567,S,Second,woman,False,Southampton,yes,False,1
427,1,2,female,0.3137254901960784,0,0,0.4235962671393567,S,Second,woman,False,Southampton,yes,True,0
429,1,3,male,0.5686274509803921,0,0,0.13115192117199315,S,Third,man,True,Southampton,yes,True,0
430,1,1,male,0.4901960784313726,0,0,0.43255695740576616,S,First,man,True,Southampton,yes,True,0
432,1,2,female,0.7647058823529411,1,0,0.4235962671393567,S,Second,woman,False,Southampton,yes,False,1
433,0,3,male,0.2745098039215686,0,0,0.11608166936030448,S,Third,man,True,Southampton,no,True,0
434,0,1,male,0.9215686274509803,1,0,0.910731974349617,S,First,man,True,Southampton,no,False,1
436,0,3,female,0.3529411764705882,2,2,0.5600431416505918,S,Third,woman,False,Southampton,no,False,4
437,1,2,female,0.4117647058823529,2,3,0.30547807726395915,S,Second,woman,False,Southampton,yes,False,5
439,0,2,male,0.5490196078431372,0,0,0.17106772326781713,S,Second,man,True,Southampton,no,True,0
440,1,2,female,0.8235294117647058,1,1,0.42766930816954285,S,Second,woman,False,Southampton,yes,False,2
441,0,3,male,0.3333333333333333,0,0,0.15477555914707264,S,Third,man,True,Southampton,no,True,0
442,0,3,male,0.4313725490196078,1,0,0.1266715760387884,S,Third,man,True,Southampton,no,False,1
443,1,2,female,0.4901960784313726,0,0,0.21179813356967836,S,Second,woman,False,Southampton,yes,True,0
444,1,3,male,0.5235121107266435,0,0,0.13217018142953968,S,Third,man,True,Southampton,yes,True,0
446,1,2,female,0.196078431372549,0,1,0.31769720035451754,S,Second,child,False,Southampton,yes,False,1
447,1,1,male,0.6078431372549019,0,0,0.43255695740576616,S,First,man,True,Southampton,yes,True,0
448,1,3,female,0.0392156862745098,2,1,0.31375938428653355,C,Third,child,False,Cherbourg,yes,False,3
449,1,1,male,0.9607843137254901,0,0,0.4969110056827069,S,First,man,True,Southampton,yes,True,0
450,0,2,male,0.6470588235294117,1,2,0.4521075543506596,S,Second,man,True,Southampton,no,False,3
451,0,3,male,0.5235121107266435,1,0,0.32530075334966896,S,Third,man,True,Southampton,no,False,1
452,0,1,male,0.5294117647058824,0,0,0.4521075543506596,C,First,man,True,Cherbourg,no,True,0
455,1,3,male,0.5098039215686274,0,0,0.12863966946457434,C,Third,man,True,Cherbourg,yes,True,0
457,1,1,female,0.5235121107266435,1,0,0.844952361712111,S,First,woman,False,Southampton,yes,False,1
458,1,2,female,0.9215686274509803,0,0,0.17106772326781713,S,Second,woman,False,Southampton,yes,True,0
460,1,1,male,0.8823529411764706,0,0,0.43255695740576616,S,First,man,True,Southampton,yes,True,0
461,0,3,male,0.6078431372549019,0,0,0.13115192117199315,S,Third,man,True,Southampton,no,True,0
462,0,1,male,0.8627450980392156,0,0,0.6272483186486628,S,First,man,True,Southampton,no,True,0
463,0,2,male,0.8823529411764706,0,0,0.21179813356967836,S,Second,man,True,Southampton,no,True,0
465,0,3,male,0.6862745098039216,0,0,0.11485975705124864,S,Third,man,True,Southampton,no,True,0
468,0,3,male,0.5235121107266435,0,0,0.12585696783275116,Q,Third,man,True,Queenstown,no,True,0
471,0,3,male,0.6862745098039216,0,0,0.14113087169594912,S,Third,man,True,Southampton,no,True,0
472,1,2,female,0.5882352941176471,1,2,0.4521075543506596,S,Second,woman,False,Southampton,yes,False,3
473,1,2,female,0.39215686274509803,0,0,0.22469663990407177,C,Second,woman,False,Cherbourg,yes,True,0
474,0,3,female,0.37254901960784315,0,0,0.16027416453782392,S,Third,woman,False,Southampton,no,True,0
475,0,1,male,0.5235121107266435,0,0,0.8471925342787134,S,First,man,True,Southampton,no,True,0
477,0,3,male,0.5098039215686274,1,0,0.11479132996194151,S,Third,man,True,Southampton,no,False,1
478,0,3,male,0.37254901960784315,0,0,0.12253010791929515,S,Third,man,True,Southampton,no,True,0
480,0,3,male,0.1176470588235294,5,2,0.7641024972629165,S,Third,child,False,Southampton,no,False,7
482,0,3,male,0.9215686274509803,0,0,0.13115192117199315,S,Third,man,True,Southampton,no,True,0
489,1,3,male,0.1176470588235294,1,1,0.2590454095198374,S,Third,child,False,Southampton,yes,False,2
491,0,3,male,0.3529411764705882,0,0,0.11811818987539754,S,Third,man,True,Southampton,no,True,0
495,0,3,male,0.5235121107266435,0,0,0.23555699650696002,C,Third,man,True,Cherbourg,no,True,0
497,0,3,male,0.5235121107266435,0,0,0.24601167822324177,S,Third,man,True,Southampton,no,True,0
499,0,3,male,0.4117647058823529,0,0,0.1270104530524999,S,Third,man,True,Southampton,no,True,0
501,0,3,female,0.3529411764705882,0,0,0.12626427193576978,Q,Third,woman,False,Queenstown,no,True,0
502,0,3,female,0.5235121107266435,0,0,0.12429617850998385,Q,Third,woman,False,Queenstown,no,True,0
503,0,3,female,0.6666666666666666,0,0,0.1562011235076378,S,Third,woman,False,Southampton,no,True,0
506,1,2,female,0.5882352941176471,0,2,0.4235962671393567,S,Second,woman,False,Southampton,yes,False,2
507,1,1,male,0.5235121107266435,0,0,0.43255695740576616,S,First,man,True,Southampton,yes,True,0
508,0,3,male,0.4901960784313726,0,0,0.3669809968197696,S,Third,man,True,Southampton,no,True,0
509,1,3,male,0.4509803921568627,0,0,0.9204388457327565,S,Third,man,True,Southampton,yes,True,0
510,1,3,male,0.5098039215686274,0,0,0.12626427193576978,Q,Third,man,True,Queenstown,yes,True,0
512,1,1,male,0.6470588235294117,0,0,0.4282802643240708,S,First,man,True,Southampton,yes,True,0
513,1,1,female,1.0,1,0,0.9677545487722226,C,First,woman,False,Cherbourg,yes,False,1
514,0,3,male,0.4117647058823529,0,0,0.12212280381627653,S,Third,man,True,Southampton,no,True,0
515,0,1,male,0.8627450980392156,0,0,0.5542724571190242,S,First,man,True,Southampton,no,True,0
516,1,2,female,0.6078431372549019,0,0,0.17106772326781713,S,Second,woman,False,Southampton,yes,True,0
517,0,3,male,0.5235121107266435,0,0,0.3934557635159794,Q,Third,man,True,Queenstown,no,True,0
518,1,2,female,0.6470588235294117,1,0,0.4235962671393567,S,Second,woman,False,Southampton,yes,False,1
519,0,3,male,0.5686274509803921,0,0,0.12863966946457434,S,Third,man,True,Southampton,no,True,0
523,1,1,female,0.803921568627451,0,1,0.9446066419894689,C,First,woman,False,Cherbourg,yes,False,1
524,0,3,male,0.5235121107266435,0,0,0.11777931286168605,C,Third,man,True,Cherbourg,no,True,0
525,0,3,male,0.7352941176470588,0,0,0.12626427193576978,Q,Third,man,True,Queenstown,no,True,0
528,0,3,male,0.7058823529411764,0,0,0.12911540065690008,S,Third,man,True,Southampton,no,True,0
529,0,2,male,0.39215686274509803,2,1,0.18735988738856163,S,Second,man,True,Southampton,no,False,3
532,0,3,male,0.2745098039215686,1,1,0.11777931286168605,C,Third,man,True,Cherbourg,no,False,2
533,1,3,female,0.5235121107266435,0,2,0.3642650930608415,C,Third,woman,False,Cherbourg,yes,False,2
534,0,3,female,0.5294117647058824,0,0,0.14113087169594912,S,Third,woman,False,Southampton,no,True,0
535,1,2,female,0.07843137254901962,0,2,0.42766930816954285,S,Second,child,False,Southampton,yes,False,2
536,0,1,male,0.8235294117647058,0,0,0.43255695740576616,S,First,man,True,Southampton,no,True,0
538,0,3,male,0.5235121107266435,0,0,0.2362363797507951,S,Third,man,True,Southampton,no,True,0
539,1,1,female,0.37254901960784315,0,2,0.8064621239768522,C,First,woman,False,Cherbourg,yes,False,2
541,0,3,female,0.1176470588235294,4,2,0.5095374328762838,S,Third,child,False,Southampton,no,False,6
542,0,3,female,0.1568627450980392,4,2,0.5095374328762838,S,Third,child,False,Southampton,no,False,6
543,1,2,male,0.5686274509803921,1,0,0.4235962671393567,S,Second,man,True,Southampton,yes,False,1
546,1,2,female,0.3137254901960784,1,0,0.4235962671393567,S,Second,woman,False,Southampton,yes,False,1
547,1,2,male,0.5235121107266435,0,0,0.2258501251238205,C,Second,man,True,Cherbourg,yes,True,0
548,0,3,male,0.5882352941176471,1,1,0.3343966685782806,S,Third,man,True,Southampton,no,False,2
549,1,2,male,0.09803921568627451,1,1,0.59873703143736,S,Second,child,False,Southampton,yes,False,2
551,0,2,male,0.47058823529411764,0,0,0.4235962671393567,S,Second,man,True,Southampton,no,True,0
552,0,3,male,0.5235121107266435,0,0,0.12755461133413276,Q,Third,man,True,Queenstown,no,True,0
553,1,3,male,0.37254901960784315,0,0,0.11771088577237893,C,Third,man,True,Cherbourg,yes,True,0
554,1,3,female,0.37254901960784315,0,0,0.1266715760387884,S,Third,woman,False,Southampton,yes,True,0
556,1,1,female,0.8823529411764706,1,0,0.6451696991814818,C,First,woman,False,Cherbourg,yes,False,1
559,1,3,female,0.6470588235294117,1,0,0.2834836557009541,S,Third,woman,False,Southampton,yes,False,1
561,0,3,male,0.7254901960784313,0,0,0.12863966946457434,S,Third,man,True,Southampton,no,True,0
562,0,2,male,0.4901960784313726,0,0,0.2199442156300506,S,Second,man,True,Southampton,no,True,0
565,0,3,male,0.4117647058823529,2,0,0.3934557635159794,S,Third,man,True,Southampton,no,False,2
566,0,3,male,0.3137254901960784,0,0,0.12863966946457434,S,Third,man,True,Southampton,no,True,0
567,0,3,female,0.5098039215686274,0,4,0.3433573588446901,S,Third,woman,False,Southampton,no,False,4
569,1,3,male,0.5686274509803921,0,0,0.12796191543715135,S,Third,man,True,Southampton,yes,True,0
571,1,1,female,0.9803921568627452,2,0,0.8387075752046297,S,First,woman,False,Southampton,yes,False,2
572,1,1,male,0.6470588235294117,0,0,0.42990948073614516,S,First,man,True,Southampton,yes,True,0
574,0,3,male,0.2549019607843137,0,0,0.13115192117199315,S,Third,man,True,Southampton,no,True,0
575,0,3,male,0.3137254901960784,0,0,0.2362363797507951,S,Third,man,True,Southampton,no,True,0
576,1,2,female,0.6078431372549019,0,0,0.21179813356967836,S,Second,woman,False,Southampton,yes,True,0
577,1,1,female,0.7058823529411764,1,0,0.910731974349617,S,First,woman,False,Southampton,yes,False,1
578,0,3,female,0.5235121107266435,1,0,0.23555699650696002,C,Third,woman,False,Cherbourg,no,False,1
579,1,3,male,0.5686274509803921,0,0,0.12911540065690008,S,Third,man,True,Southampton,yes,True,0
580,1,2,female,0.4313725490196078,1,1,0.48876492362233465,S,Second,woman,False,Southampton,yes,False,2
582,0,2,male,1.0,0,0,0.4235962671393567,S,Second,man,True,Southampton,no,True,0
583,0,1,male,0.6470588235294117,0,0,0.6537230853448726,C,First,man,True,Cherbourg,no,True,0
584,0,3,male,0.5235121107266435,0,0,0.14194547990198636,C,Third,man,True,Cherbourg,no,True,0
586,0,2,male,0.8627450980392156,0,0,0.24438246181116732,S,Second,man,True,Southampton,no,True,0
590,0,3,male,0.6274509803921569,0,0,0.11608166936030448,S,Third,man,True,Southampton,no,True,0
592,0,3,male,0.8627450980392156,0,0,0.11811818987539754,S,Third,man,True,Southampton,no,True,0
593,0,3,female,0.5235121107266435,0,2,0.12626427193576978,Q,Third,woman,False,Queenstown,no,False,2
594,0,2,male,0.6666666666666666,1,0,0.4235962671393567,S,Second,man,True,Southampton,no,False,1
595,0,3,male,0.6470588235294117,1,1,0.3934557635159794,S,Third,man,True,Southampton,no,False,2
596,1,2,female,0.5235121107266435,0,0,0.5376414159845682,S,Second,woman,False,Southampton,yes,True,0
597,0,3,male,0.9019607843137255,0,0,0.0,S,Third,man,True,Southampton,no,True,0
599,1,1,male,0.9019607843137255,1,0,0.9274998696626872,C,First,man,True,Cherbourg,yes,False,1
600,1,2,female,0.4117647058823529,2,1,0.4398884312601012,S,Second,woman,False,Southampton,yes,False,3
602,0,1,male,0.5235121107266435,0,0,0.6907877587195663,S,First,man,True,Southampton,no,True,0
603,0,3,male,0.803921568627451,0,0,0.13115192117199315,S,Third,man,True,Southampton,no,True,0
604,1,1,male,0.6274509803921569,0,0,0.43255695740576616,C,First,man,True,Cherbourg,yes,True,0
605,0,3,male,0.6470588235294117,1,0,0.2533431520775768,S,Third,man,True,Southampton,no,False,1
606,0,3,male,0.5294117647058824,0,0,0.12863966946457434,S,Third,man,True,Southampton,no,True,0
607,1,1,male,0.47058823529411764,0,0,0.4969110056827069,S,First,man,True,Southampton,yes,True,0
608,1,2,female,0.37254901960784315,1,2,0.6774151504092593,C,Second,woman,False,Cherbourg,yes,False,3
610,0,3,female,0.7058823529411764,1,5,0.5095374328762838,S,Third,woman,False,Southampton,no,False,6
611,0,3,male,0.5235121107266435,0,0,0.11485975705124864,S,Third,man,True,Southampton,no,True,0
616,0,3,male,0.6078431372549019,1,1,0.23460716333872064,S,Third,man,True,Southampton,no,False,2
617,0,3,female,0.4509803921568627,1,0,0.2623038423439863,S,Third,woman,False,Southampton,no,False,1
618,1,2,female,0.0196078431372549,2,1,0.6353944007090351,S,Second,child,False,Southampton,yes,False,3
619,0,2,male,0.4509803921568627,0,0,0.17106772326781713,S,Second,man,True,Southampton,no,True,0
620,0,3,male,0.47058823529411764,1,0,0.23549019863406498,C,Third,man,True,Cherbourg,no,False,1
621,1,1,male,0.7647058823529411,1,0,0.85622165163443,S,First,man,True,Southampton,yes,False,1
622,1,3,male,0.3333333333333333,1,1,0.2564663599395235,C,Third,man,True,Cherbourg,yes,False,2
623,0,3,male,0.3529411764705882,0,0,0.12796191543715135,S,Third,man,True,Southampton,no,True,0
624,0,3,male,0.3529411764705882,0,0,0.2623038423439863,S,Third,man,True,Southampton,no,True,0
628,0,3,male,0.4509803921568627,0,0,0.12863966946457434,S,Third,man,True,Southampton,no,True,0
629,0,3,male,0.5235121107266435,0,0,0.12599219279495336,Q,Third,man,True,Queenstown,no,True,0
631,0,3,male,0.9411764705882353,0,0,0.11492818414055576,S,Third,man,True,Southampton,no,True,0
632,1,1,male,0.5686274509803921,0,0,0.4969110056827069,C,First,man,True,Cherbourg,yes,True,0
633,0,1,male,0.5235121107266435,0,0,0.0,S,First,man,True,Southampton,no,True,0
634,0,3,female,0.1176470588235294,3,2,0.45455137896877124,S,Third,child,False,Southampton,no,False,5
637,0,2,male,0.5490196078431372,1,1,0.42766930816954285,S,Second,man,True,Southampton,no,False,2
638,0,3,female,0.7450980392156863,0,5,0.6465952635420469,S,Third,woman,False,Southampton,no,False,5
639,0,3,male,0.5235121107266435,1,0,0.2623038423439863,S,Third,man,True,Southampton,no,False,1
643,1,3,male,0.5235121107266435,0,0,0.9204388457327565,S,Third,man,True,Southampton,yes,True,0
648,0,3,male,0.5235121107266435,0,0,0.12300583911162088,S,Third,man,True,Southampton,no,True,0
649,1,3,female,0.39215686274509803,0,0,0.12300583911162088,S,Third,woman,False,Southampton,yes,True,0
651,1,2,female,0.2941176470588235,0,1,0.37471977477712326,S,Second,woman,False,Southampton,yes,False,1
652,0,3,male,0.3529411764705882,0,0,0.13739670767947448,S,Third,man,True,Southampton,no,True,0
653,1,3,female,0.5235121107266435,0,0,0.12755461133413276,Q,Third,woman,False,Queenstown,yes,True,0
654,0,3,female,0.2941176470588235,0,0,0.1099721078150253,Q,Third,woman,False,Queenstown,no,True,0
657,0,3,female,0.5686274509803921,1,1,0.25252854387153956,Q,Third,woman,False,Queenstown,no,False,2
658,0,2,male,0.39215686274509803,0,0,0.21179813356967836,S,Second,man,True,Southampton,no,True,0
661,0,3,male,0.7254901960784313,0,0,0.11771088577237893,C,Third,man,True,Cherbourg,no,True,0
662,0,1,male,0.8627450980392156,0,0,0.4168757494395496,S,First,man,True,Southampton,no,True,0
663,0,3,male,0.6470588235294117,0,0,0.12212280381627653,S,Third,man,True,Southampton,no,True,0
664,1,3,male,0.3333333333333333,1,0,0.12911540065690008,S,Third,man,True,Southampton,yes,False,1
667,0,3,male,0.5235121107266435,0,0,0.1266715760387884,S,Third,man,True,Southampton,no,True,0
668,0,3,male,0.7843137254901961,0,0,0.13115192117199315,S,Third,man,True,Southampton,no,True,0
669,1,1,female,0.5235121107266435,1,0,0.8471925342787134,S,First,woman,False,Southampton,yes,False,1
670,1,2,female,0.7254901960784313,1,1,0.6353944007090351,S,Second,woman,False,Southampton,yes,False,2
671,0,1,male,0.5490196078431372,1,0,0.8471925342787134,S,First,man,True,Southampton,no,False,1
673,1,2,male,0.5490196078431372,0,0,0.21179813356967836,S,Second,man,True,Southampton,yes,True,0
675,0,3,male,0.2941176470588235,0,0,0.1266715760387884,S,Third,man,True,Southampton,no,True,0
676,0,3,male,0.4215686274509804,0,0,0.13115192117199315,S,Third,man,True,Southampton,no,True,0
677,1,3,female,0.2941176470588235,0,0,0.16034259162713102,S,Third,woman,False,Southampton,yes,True,0
678,0,3,female,0.7843137254901961,1,6,0.7641024972629165,S,Third,woman,False,Southampton,no,False,7
680,0,3,female,0.5235121107266435,0,0,0.13257748553255827,Q,Third,woman,False,Queenstown,no,True,0
682,0,3,male,0.3333333333333333,0,0,0.1502952140138679,S,Third,man,True,Southampton,no,True,0
683,0,3,male,0.21568627450980393,5,2,0.7641024972629165,S,Third,child,False,Southampton,no,False,7
685,0,2,male,0.4313725490196078,1,2,0.6774151504092593,C,Second,man,True,Cherbourg,no,False,3
686,0,3,male,0.21568627450980393,4,1,0.6465952635420469,S,Third,child,False,Southampton,no,False,5
687,0,3,male,0.3137254901960784,0,0,0.16570434283926805,S,Third,man,True,Southampton,no,True,0
688,0,3,male,0.2941176470588235,0,0,0.1270104530524999,S,Third,man,True,Southampton,no,True,0
690,1,1,male,0.5490196078431372,1,0,0.9286533548824358,S,First,man,True,Southampton,yes,False,1
691,1,3,female,0.0196078431372549,0,1,0.2185870783587926,C,Third,child,False,Cherbourg,yes,False,1
693,0,3,male,0.4313725490196078,0,0,0.11771088577237893,C,Third,man,True,Cherbourg,no,True,0
695,0,2,male,0.9607843137254901,0,0,0.2199442156300506,S,Second,man,True,Southampton,no,True,0
697,1,3,female,0.5235121107266435,0,0,0.12599219279495336,Q,Third,woman,False,Queenstown,yes,True,0
699,0,3,male,0.7647058823529411,0,0,0.12463505552369535,S,Third,man,True,Southampton,no,True,0
701,1,1,male,0.6274509803921569,0,0,0.4282802643240708,S,First,man,True,Southampton,yes,True,0
702,0,3,female,0.2941176470588235,0,1,0.23549019863406498,C,Third,woman,False,Cherbourg,no,False,1
703,0,3,male,0.4313725490196078,0,0,0.1261290469735676,Q,Third,man,True,Queenstown,no,True,0
704,0,3,male,0.4509803921568627,1,0,0.12796191543715135,S,Third,man,True,Southampton,no,False,1
705,0,2,male,0.7058823529411764,0,0,0.4235962671393567,S,Second,man,True,Southampton,no,True,0
706,1,2,female,0.8235294117647058,0,0,0.2199442156300506,S,Second,woman,False,Southampton,yes,True,0
707,1,1,male,0.7647058823529411,0,0,0.4282802643240708,S,First,man,True,Southampton,yes,True,0
710,1,1,female,0.4117647058823529,0,0,0.8065305510661592,C,First,woman,False,Cherbourg,yes,True,0
711,0,1,male,0.5235121107266435,0,0,0.43255695740576616,S,First,man,True,Southampton,no,True,0
712,1,1,male,0.8823529411764706,1,0,0.8471925342787134,S,First,man,True,Southampton,yes,False,1
713,0,3,male,0.5098039215686274,0,0,0.15450348000625622,S,Third,man,True,Southampton,no,True,0
714,0,2,male,0.9607843137254901,0,0,0.21179813356967836,S,Second,man,True,Southampton,no,True,0
715,0,3,male,0.3137254901960784,0,0,0.12463505552369535,S,Third,man,True,Southampton,no,True,0
717,1,2,female,0.47058823529411764,0,0,0.17106772326781713,S,Second,woman,False,Southampton,yes,True,0
718,0,3,male,0.5235121107266435,0,0,0.25252854387153956,Q,Third,man,True,Queenstown,no,True,0
719,0,3,male,0.5882352941176471,0,0,0.1266715760387884,S,Third,man,True,Southampton,no,True,0
720,1,2,female,0.058823529411764705,0,1,0.5376414159845682,S,Second,child,False,Southampton,yes,False,1
721,0,3,male,0.2745098039215686,1,0,0.11492818414055576,S,Third,man,True,Southampton,no,False,1
722,0,2,male,0.6078431372549019,0,0,0.21179813356967836,S,Second,man,True,Southampton,no,True,0
723,0,2,male,0.9215686274509803,0,0,0.21179813356967836,S,Second,man,True,Southampton,no,True,0
724,1,1,male,0.47058823529411764,1,0,0.8651139148115323,S,First,man,True,Southampton,yes,False,1
725,0,3,male,0.3333333333333333,0,0,0.14113087169594912,S,Third,man,True,Southampton,no,True,0
726,1,2,female,0.5294117647058824,3,0,0.34213544653563427,S,Second,woman,False,Southampton,yes,False,3
727,1,3,female,0.5235121107266435,0,0,0.12606061988426048,Q,Third,woman,False,Queenstown,yes,True,0
728,0,2,male,0.4313725490196078,1,0,0.4235962671393567,S,Second,man,True,Southampton,no,False,1
729,0,3,female,0.4313725490196078,1,0,0.12911540065690008,S,Third,woman,False,Southampton,no,False,1
731,0,3,male,0.1568627450980392,0,0,0.3060890334184871,C,Third,child,False,Cherbourg,no,True,0
735,0,3,male,0.5,0,0,0.2623038423439863,S,Third,man,True,Southampton,no,True,0
736,0,3,female,0.8823529411764706,1,3,0.5600431416505918,S,Third,woman,False,Southampton,no,False,4
740,1,1,male,0.5235121107266435,0,0,0.48876492362233465,S,First,man,True,Southampton,yes,True,0
743,0,3,male,0.4117647058823529,1,0,0.2623038423439863,S,Third,man,True,Southampton,no,False,1
744,1,3,male,0.5490196078431372,0,0,0.12911540065690008,S,Third,man,True,Southampton,yes,True,0
746,0,3,male,0.2549019607843137,1,1,0.3299163234450759,S,Third,man,True,Southampton,no,False,2
747,1,2,female,0.5294117647058824,0,0,0.21179813356967836,S,Second,woman,False,Southampton,yes,True,0
748,0,1,male,0.3137254901960784,1,0,0.8651139148115323,S,First,man,True,Southampton,no,False,1
749,0,3,male,0.5490196078431372,0,0,0.12626427193576978,Q,Third,man,True,Queenstown,no,True,0
750,1,2,female,0.0196078431372549,1,1,0.37471977477712326,S,Second,child,False,Southampton,yes,False,2
751,1,3,male,0.058823529411764705,0,1,0.20324474740628748,S,Third,child,False,Southampton,yes,False,1
752,0,3,male,0.5882352941176471,0,0,0.15477555914707264,S,Third,man,True,Southampton,no,True,0
753,0,3,male,0.39215686274509803,0,0,0.12863966946457434,S,Third,man,True,Southampton,no,True,0
756,0,3,male,0.4901960784313726,0,0,0.1270104530524999,S,Third,man,True,Southampton,no,True,0
761,0,3,male,0.7450980392156863,0,0,0.11608166936030448,S,Third,man,True,Southampton,no,True,0
762,1,3,male,0.3333333333333333,0,0,0.11777931286168605,C,Third,man,True,Cherbourg,yes,True,0
764,0,3,male,0.2549019607843137,0,0,0.1266715760387884,S,Third,man,True,Southampton,no,True,0
766,0,1,male,0.5235121107266435,0,0,0.6451696991814818,C,First,man,True,Cherbourg,no,True,0
767,0,3,female,0.5392156862745098,0,0,0.12626427193576978,Q,Third,woman,False,Queenstown,no,True,0
768,0,3,male,0.5235121107266435,1,0,0.3934557635159794,Q,Third,man,True,Queenstown,no,False,1
769,0,3,male,0.5686274509803921,0,0,0.1362432224597258,S,Third,man,True,Southampton,no,True,0
770,0,3,male,0.4117647058823529,0,0,0.15477555914707264,S,Third,man,True,Southampton,no,True,0
771,0,3,male,0.8823529411764706,0,0,0.12796191543715135,S,Third,man,True,Southampton,no,True,0
774,1,2,female,1.0,1,3,0.37471977477712326,S,Second,woman,False,Southampton,yes,False,4
775,0,3,male,0.2941176470588235,0,0,0.12626427193576978,S,Third,man,True,Southampton,no,True,0
777,1,3,female,0.0392156862745098,0,0,0.20324474740628748,S,Third,child,False,Southampton,yes,True,0
778,0,3,male,0.5235121107266435,0,0,0.12606061988426048,Q,Third,man,True,Queenstown,no,True,0
780,1,3,female,0.196078431372549,0,0,0.11777931286168605,C,Third,child,False,Cherbourg,yes,True,0
781,1,1,female,0.2745098039215686,1,0,0.9286533548824358,S,First,woman,False,Southampton,yes,False,1
782,0,1,male,0.5098039215686274,0,0,0.48876492362233465,S,First,man,True,Southampton,no,True,0
783,0,3,male,0.5235121107266435,1,2,0.38205124863145823,S,Third,man,True,Southampton,no,False,3
784,0,3,male,0.4313725490196078,0,0,0.11485975705124864,S,Third,man,True,Southampton,no,True,0
785,0,3,male,0.4313725490196078,0,0,0.11811818987539754,S,Third,man,True,Southampton,no,True,0
786,1,3,female,0.2941176470588235,0,0,0.12212280381627653,S,Third,woman,False,Southampton,yes,True,0
787,0,3,male,0.09803921568627451,4,1,0.47450928001668324,Q,Third,child,False,Queenstown,no,False,5
791,0,2,male,0.2549019607843137,0,0,0.4235962671393567,S,Second,man,True,Southampton,no,True,0
793,0,1,male,0.5235121107266435,0,0,0.5001010114175487,C,First,man,True,Cherbourg,no,True,0
794,0,3,male,0.4313725490196078,0,0,0.12863966946457434,S,Third,man,True,Southampton,no,True,0
795,0,2,male,0.7058823529411764,0,0,0.21179813356967836,S,Second,man,True,Southampton,no,True,0
